url_path,views_total,views_unique
/CSAFE-ISU/shoeprintr,9,5
/CSAFE-ISU/shoeprintr/tree/master/data,9,2
/CSAFE-ISU/shoeprintr/blob/master/shoeprintr.Rproj,8,1
/CSAFE-ISU/shoeprintr/tree/master/R,6,1
/CSAFE-ISU/shoeprintr/blob/master/data/input_example.rda,4,2
/CSAFE-ISU/shoeprintr/tree/master/inst/bin,4,1
/CSAFE-ISU/shoeprintr/blob/master/BinaryFiles,3,1
/CSAFE-ISU/shoeprintr/tree/master/man,3,1
/CSAFE-ISU/shoeprintr/blame/master/shoeprintr.Rproj,2,1
/CSAFE-ISU/shoeprintr/blob/master/data/reference_example.rda,2,1
