url_path,views_total,views_unique
/CSAFE-ISU/handwriter,14,13
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/template_graphs/w0124_s01_pLND_r01_proclist.rds,2,2
/CSAFE-ISU/handwriter/issues/225,2,2
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r02.png,2,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0030_s01_pWOZ_r01.png,2,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/template_docs/w0016_s01_pLND_r01.png,2,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r01.png,1,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0009_s01_pWOZ_r03.png,1,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0030_s01_pWOZ_r02.png,1,1
/CSAFE-ISU/handwriter/blob/master/examples/example_template/data/model_docs/w0238_s01_pWOZ_r02.png,1,1
